city	uf	latitude	longitude	precision	address
LUIS EDUARDO MAGALHAES	BA	-12.090454199999998	-45.7805375	APPROXIMATE	Luis Eduardo Magalhães, BA, Brazil
APARECIDA DE GOIANIA	GO	-16.820257	-49.2473044	APPROXIMATE	Aparecida de Goiânia, GO, Brazil
TIMBIRAS	MA	-4.1987071	-43.8673222	APPROXIMATE	Timbiras - State of Maranhão, Brazil
BREJINHO	RN	-6.2269883	-35.379537	APPROXIMATE	Brejinho - State of Rio Grande do Norte, Brazil
CAMBORIU	SC	-27.0245798	-48.6508188	APPROXIMATE	Camboriú - State of Santa Catarina, Brazil
BENEVIDES	PA	-1.3524989	-48.25926060000001	APPROXIMATE	Benevides - State of Pará, Brazil
PACARAIMA	RR	4.2041087	-60.8609358	APPROXIMATE	Pacaraima - State of Roraima, Brazil
NOVA OLINDA	CE	-7.0917903	-39.67962070000001	APPROXIMATE	Nova Olinda, CE, Brazil
PEDRA BRANCA	PB	-7.4510377	-38.0843008	APPROXIMATE	Pedra Branca - State of Paraíba, Brazil
ENTRE-FOLHAS	MG	-19.6461661	-42.2461069	APPROXIMATE	Entre Folhas - State of Minas Gerais, Brazil
SOUSA	PB	-6.7519382	-38.2314566	APPROXIMATE	Sousa - State of Paraíba, Brazil
ALAGOA NOVA	PB	-7.063447	-35.76252410000001	APPROXIMATE	Alagoa Nova - State of Paraíba, Brazil
IBIASSUCE	BA	-14.2546968	-42.2756861	APPROXIMATE	Ibiassucê - State of Bahia, Brazil
PERUIBE	SP	-24.3124785	-47.0016573	APPROXIMATE	Peruíbe - SP, Brazil
MARACACUME	MA	-2.0490687	-45.9605795	APPROXIMATE	Maracaçumé - State of Maranhão, Brazil
MIMOSO DO SUL	ES	-21.0632703	-41.3619226	APPROXIMATE	Mimoso do Sul, ES, Brazil
PICUI	PB	-6.4639272000000005	-36.3064595	APPROXIMATE	Picuí - State of Paraíba, Brazil
LABREA	AM	-7.2645177	-64.7952995	APPROXIMATE	Lábrea - State of Amazonas, Brazil
RIO BRILHANTE	MS	-21.804700600000004	-54.5432691	APPROXIMATE	Rio Brilhante, MS, Brazil
TAIOBEIRAS	MG	-15.8142935	-42.227378	APPROXIMATE	Taiobeiras, MG, Brazil
ITAMARANDIBA	MG	-17.857298	-42.8583915	APPROXIMATE	Itamarandiba, MG, Brazil
MARECHAL THAUMATURGO	AC	-9.0314758	-72.61511690000002	APPROXIMATE	Marechal Thaumaturgo - State of Acre, Brazil
ILHA GRANDE	PI	-2.8371043	-41.8203268	APPROXIMATE	Ilha Grande - State of Piauí, Brazil
RIO BONITO DO IGUACU	PR	-25.4897589	-52.527346	APPROXIMATE	Rio Bonito do Iguaçu - State of Paraná, Brazil
LARANJAL	PR	-24.8878617	-52.4713181	APPROXIMATE	Laranjal - State of Paraná, Brazil
EXTREMOZ	RN	-5.6861147	-35.2697802	APPROXIMATE	Extremoz - State of Rio Grande do Norte, Brazil
ORIXIMINA	PA	-1.7618311000000002	-55.8638155	APPROXIMATE	Oriximiná, PA, Brazil
SAO PEDRO	SP	-22.5487399	-47.9100329	APPROXIMATE	São Pedro, SP, Brazil
SERRINHA	RN	-6.2553933	-35.587669700000006	APPROXIMATE	Serrinha - State of Rio Grande do Norte, Brazil
SAO JOAO DO ORIENTE	MG	-19.3391389	-42.1580266	APPROXIMATE	São João do Oriente - State of Minas Gerais, Brazil
GOIANA	MG	-21.565283800000003	-43.194086	APPROXIMATE	Goianá - State of Minas Gerais, Brazil
SIMOES	PI	-7.7040883	-40.7564002	APPROXIMATE	Simões - State of Piauí, Brazil
AREIOPOLIS	SP	-22.6676982	-48.6685125	APPROXIMATE	Areiópolis, SP, Brazil
BARROLANDIA	TO	-9.8168593	-48.8397403	APPROXIMATE	Barrolândia - State of Tocantins, Brazil
SAO SEPE	RS	-30.1639889	-53.5718212	APPROXIMATE	São Sepé, RS, Brazil
NOVA LIMA	MG	-19.9930478	-43.8485566	APPROXIMATE	Nova Lima, MG, Brazil
VALENCA DO PIAUI	PI	-6.405082299999999	-41.7381637	APPROXIMATE	Valença do Piauí - State of Piauí, Brazil
CLAUDIA	MT	-11.400934800000002	-55.0493375	APPROXIMATE	Cláudia - State of Mato Grosso, Brazil
IPOJUCA	PE	-8.5570521	-35.0125535	APPROXIMATE	Ipojuca - State of Pernambuco, Brazil
LIMA CAMPOS	MA	-4.5187122	-44.4667624	APPROXIMATE	Lima Campos - MA, Brazil
JEREMOABO	BA	-10.068895	-38.3474595	APPROXIMATE	Jeremoabo - State of Bahia, Brazil
ANGICAL DO PIAUI	PI	-6.1032883	-42.7662325	APPROXIMATE	Angical do Piauí - State of Piauí, Brazil
CRUZEIRO DO SUL	AC	-7.6280405	-72.6761608	APPROXIMATE	Cruzeiro do Sul - State of Acre, Brazil
SANTANOPOLIS	BA	-12.0255808	-38.8656206	APPROXIMATE	Santanópolis - State of Bahia, Brazil
FERNANDOPOLIS	SP	-20.2810232	-50.2475804	APPROXIMATE	Fernandópolis, SP, Brazil
MINEIROS DO TIETE	SP	-22.4353496	-48.458738200000006	APPROXIMATE	Mineiros do Tietê - State of São Paulo, Brazil
SAO JOAO DO PARAISO	MG	-15.3204298	-41.9989718	APPROXIMATE	São João do Paraíso - State of Minas Gerais, Brazil
SAO SIMAO	SP	-21.479571300000003	-47.5547739	APPROXIMATE	São Simão, SP, Brazil
PALMARES PAULISTA	SP	-21.0848112	-48.8034566	APPROXIMATE	Palmares Paulista, SP, Brazil
BARRA DO CORDA	MA	-5.5018917	-45.24649960000001	APPROXIMATE	Barra do Corda, MA, Brazil
CURRALINHOS	PI	-5.6297690000000005	-42.8247877	APPROXIMATE	Curralinhos - State of Piauí, Brazil
SAO MIGUEL DO GUAMA	PA	-1.6142433	-47.4815661	APPROXIMATE	São Miguel do Guamá - State of Pará, Brazil
CIPO	BA	-11.1390719	-38.50601470000001	APPROXIMATE	Cipó - State of Bahia, Brazil
MANHUMIRIM	MG	-20.3596744	-41.9589374	APPROXIMATE	Manhumirim - State of Minas Gerais, Brazil
ARAIOSES	MA	-2.9335226000000003	-42.0385904	APPROXIMATE	Araioses - State of Maranhão, Brazil
CARAI	MG	-17.2214702	-41.4812771	APPROXIMATE	Caraí - State of Minas Gerais, Brazil
CATU	BA	-12.3713805	-38.3852123	APPROXIMATE	Catu, BA, Brazil
LINHARES	ES	-19.3946651	-40.0652641	APPROXIMATE	Linhares - State of Espírito Santo, Brazil
IBICOARA	BA	-13.413659400000002	-41.2844361	APPROXIMATE	Ibicoara - State of Bahia, Brazil
SANTA HELENA	PB	-6.7369967000000015	-38.5900375	APPROXIMATE	Santa Helena - State of Paraíba, Brazil
TOUROS	RN	-5.1961669000000015	-35.4635381	APPROXIMATE	Touros, RN, Brazil
SAO BRAZ DO PIAUI	PI	-8.9949871	-42.98060870000001	APPROXIMATE	São Braz do Piauí - State of Piauí, Brazil
CARMO DO RIO CLARO	MG	-20.9384974	-46.0944845	APPROXIMATE	Carmo do Rio Claro - State of Minas Gerais, Brazil
ARUJA	SP	-23.3969682	-46.3204265	APPROXIMATE	Arujá, SP, Brazil
SANTA TERESINHA	PB	-7.0731850000000005	-37.4254444	APPROXIMATE	Santa Teresinha - State of Paraíba, Brazil
SANTA MARIA DO SUACUI	MG	-18.1900991	-42.41821510000001	APPROXIMATE	Santa Maria do Suaçuí - State of Minas Gerais, Brazil
RODRIGUES ALVES	AC	-7.881874000000002	-73.3708696	APPROXIMATE	Rodrigues Alves - State of Acre, Brazil
PORTO DA FOLHA	SE	-9.8979418	-37.4254444	APPROXIMATE	Porto da Folha - State of Sergipe, Brazil
TERESOPOLIS	RJ	-22.416956	-42.9756194	APPROXIMATE	Teresópolis - State of Rio de Janeiro, Brazil
ITANHANGA	MT	-12.1118003	-56.83111170000001	APPROXIMATE	Itanhangá - MT, Brazil
MARILAC	MG	-18.4541454	-42.0979633	APPROXIMATE	Marilac - MG, Brazil
SANTA MARIA DA SERRA	SP	-22.5807849	-48.1200592	APPROXIMATE	Santa Maria da Serra - State of São Paulo, Brazil
SANTA MARIA DO CAMBUCA	PE	-7.8219417	-35.8825144	APPROXIMATE	Santa Maria do Cambucá - State of Pernambuco, Brazil
AGUA DOCE DO MARANHAO	MA	-2.9422832000000003	-42.1770246	APPROXIMATE	Água Doce do Maranhão - State of Maranhão, Brazil
OSVALDO CRUZ	SP	-21.7972251	-50.879763	APPROXIMATE	Osvaldo Cruz, SP, Brazil
NOVO REPARTIMENTO	PA	-4.247871900000002	-49.9503928	APPROXIMATE	Novo Repartimento - State of Pará, Brazil
CAPELINHA	MG	-17.6929945	-42.5172107	APPROXIMATE	Capelinha, MG, Brazil
SANTO ANTONIO DO DESCOBERTO	GO	-15.9416979	-48.2581886	APPROXIMATE	Santo Antônio do Descoberto - State of Goiás, Brazil
NIQUELANDIA	GO	-14.4670392	-48.454458	APPROXIMATE	Niquelândia - State of Goiás, Brazil
SAO FIDELIS	RJ	-21.647292	-41.747277	APPROXIMATE	São Fidélis - State of Rio de Janeiro, Brazil
CAETITE	BA	-14.0648657	-42.4858867	APPROXIMATE	Caetité, BA, Brazil
TEIXEIRA SOARES	PR	-25.3172464	-50.4308159	APPROXIMATE	Teixeira Soares - State of Paraná, Brazil
GUIMARAES	MA	-2.1327489	-44.6021964	APPROXIMATE	Guimarães - State of Maranhão, Brazil
CICERO DANTAS	BA	-10.5904792	-38.3796869	APPROXIMATE	Cícero Dantas - State of Bahia, Brazil
SAO MIGUEL DO ANTA	MG	-20.7188492	-42.7271587	APPROXIMATE	São Miguel do Anta - State of Minas Gerais, Brazil
WENCESLAU GUIMARAES	BA	-13.5831551	-39.6930912	APPROXIMATE	Wenceslau Guimarães - State of Bahia, Brazil
BARRA LONGA	MG	-20.2687434	-43.0777555	APPROXIMATE	Barra Longa - State of Minas Gerais, Brazil
OROS	CE	-6.2446668	-38.9156037	APPROXIMATE	Orós - State of Ceará, Brazil
PORTO ALEGRE DO PIAUI	PI	-6.9226335999999975	-44.0579882	APPROXIMATE	Porto Alegre do Piauí - State of Piauí, Brazil
COIVARAS	PI	-5.1002147	-42.2756861	APPROXIMATE	Coivaras - State of Piauí, Brazil
CARNAUBEIRA DA PENHA	PE	-8.392079699999998	-38.7368187	APPROXIMATE	Carnaubeira da Penha - State of Pernambuco, Brazil
MALHADA DE PEDRAS	BA	-14.3572929	-41.8004409	APPROXIMATE	Malhada de Pedras - State of Bahia, Brazil
MIRANDA DO NORTE	MA	-3.5234822	-44.5125127	APPROXIMATE	Miranda do Norte - State of Maranhão, Brazil
MATRIZ DE CAMARAGIBE	AL	-9.0972502	-35.587669700000006	APPROXIMATE	Matriz de Camaragibe - State of Alagoas, Brazil
MAJOR ISIDORO	AL	-9.5237236	-37.0185617	APPROXIMATE	Major Isidoro - State of Alagoas, Brazil
TIJUCAS DO SUL	PR	-25.9256672	-49.178752	APPROXIMATE	Tijucas do Sul, PR, Brazil
ESCADA	PE	-8.357135099999999	-35.224399700000006	APPROXIMATE	Escada, PE, Brazil
VARGEM GRANDE DO SUL	SP	-21.8698286	-46.9222445	APPROXIMATE	Vargem Grande do Sul - State of São Paulo, Brazil
ITANHEM	BA	-17.0657942	-40.390488	APPROXIMATE	Itanhém - State of Bahia, Brazil
POJUCA	BA	-12.4308263	-38.3281873	APPROXIMATE	Pojuca, BA, Brazil
POXOREO	MT	-15.841448800000002	-54.38875970000001	APPROXIMATE	Poxoréo, MT, Brazil
ACARAPE	CE	-4.2209885	-38.7047627	APPROXIMATE	Acarapé - State of Ceará, Brazil
GRAVATAI	RS	-29.942289	-50.99078770000001	APPROXIMATE	Gravataí - RS, Brazil
MOGEIRO	PB	-7.303531599999999	-35.5000999	APPROXIMATE	Mogeiro - State of Paraíba, Brazil
SERRA DOURADA	BA	-12.8346755	-43.8290988	APPROXIMATE	Serra Dourada - State of Bahia, Brazil
BANZAE	BA	-10.582931	-38.6124439	APPROXIMATE	Banzaê - State of Bahia, Brazil
BOM JESUS DO TOCANTINS	PA	-5.0464273	-48.6020684	APPROXIMATE	Bom Jesus do Tocantins - State of Pará, Brazil
AURIFLAMA	SP	-20.6841832	-50.5484648	APPROXIMATE	Auriflama, SP, Brazil
SAO JOSE DO PIAUI	PI	-6.8101697	-41.4812771	APPROXIMATE	São José do Piauí - State of Piauí, Brazil
TRIZIDELA DO VALE	MA	-4.5380763	-44.6283511	APPROXIMATE	Trizidela do Vale - State of Maranhão, Brazil
BATALHA	PI	-4.0662852	-42.157270200000006	APPROXIMATE	Batalha - State of Piauí, Brazil
CHAPADA DOS GUIMARAES	MT	-15.4582953	-55.7524585	APPROXIMATE	Chapada dos Guimarães - State of Mato Grosso, Brazil
CONCEICAO DO ARAGUAIA	PA	-8.177433500000001	-49.4466005	APPROXIMATE	Conceição do Araguaia - State of Pará, Brazil
NOSSA SENHORA DOS REMEDIOS	PI	-4.0074498	-42.5901672	APPROXIMATE	Nossa Senhora dos Remédios - State of Piauí, Brazil
BACABAL	MA	-4.2246772	-44.7849427	APPROXIMATE	Bacabal - State of Maranhão, Brazil
CAPELA	SE	-10.5102117	-37.0530033	APPROXIMATE	Capela, SE, Brazil
ITAPISSUMA	PE	-7.7493145	-34.917581	APPROXIMATE	Itapissuma - State of Pernambuco, Brazil
RODOLFO FERNANDES	RN	-5.8499718000000005	-38.0843008	APPROXIMATE	Rodolfo Fernandes - State of Rio Grande do Norte, Brazil
SALINAS DA MARGARIDA	BA	-12.9057424	-38.7891606	APPROXIMATE	Salinas da Margarida - State of Bahia, Brazil
REMIGIO	PB	-6.9671437	-35.7938041	APPROXIMATE	Remígio - State of Paraíba, Brazil
NAZARE	TO	-6.3207152	-47.7834888	APPROXIMATE	Nazaré - State of Tocantins, Brazil
CAPIXABA	AC	-10.572112	-67.675122	APPROXIMATE	Capixaba - State of Acre, Brazil
MONTE CASTELO	SC	-26.459699600000004	-50.2308371	APPROXIMATE	Monte Castelo, SC, Brazil
BALNEARIO PINHAL	RS	-30.1997963	-50.2759711	APPROXIMATE	Balneário Pinhal - RS, Brazil
TAPEROA	PB	-7.200245599999999	-36.8250274	APPROXIMATE	Taperoá - PB, Brazil
JUSCIMEIRA	MT	-16.0514285	-54.88581529999999	APPROXIMATE	Juscimeira - State of Mato Grosso, Brazil
JUIZ DE FORA	MG	-21.7624237	-43.3433999	APPROXIMATE	Juiz de Fora, MG, Brazil
TAPURAH	MT	-12.5392765	-56.4719928	APPROXIMATE	Tapurah - State of Mato Grosso, Brazil
MACHACALIS	MG	-17.0764835	-40.7191184	APPROXIMATE	Machacalis - State of Minas Gerais, Brazil
VERA CRUZ	RN	-6.0428564000000025	-35.46723679999999	APPROXIMATE	Vera Cruz - State of Rio Grande do Norte, Brazil
PRESIDENTE CASTELO BRANCO	PR	-23.248631	-52.12754810000001	APPROXIMATE	Pres. Castelo Branco - PR, Brazil
PACAJUS	CE	-4.1731846	-38.460945	APPROXIMATE	Pacajus, CE, Brazil
UNIAO DO SUL	MT	-11.4587526	-54.3467152	APPROXIMATE	União do Sul - State of Mato Grosso, Brazil
POCONE	MT	-16.2664706	-56.6265989	APPROXIMATE	Poconé, MT, Brazil
VARJOTA	CE	-4.1948081	-40.4760325	APPROXIMATE	Varjota - State of Ceará, Brazil
MONTE ALEGRE DE SERGIPE	SE	-10.0708278	-37.6599483	APPROXIMATE	Monte Alegre de Sergipe - State of Sergipe, Brazil
GENERAL MAYNARD	SE	-10.6911952	-36.970226	APPROXIMATE	General Maynard - State of Sergipe, Brazil
COREAU	CE	-3.616157100000001	-40.7564002	APPROXIMATE	Coreaú - State of Ceará, Brazil
GOVERNADOR EDISON LOBAO	MA	-5.7082871	-47.3315076	APPROXIMATE	Governador Edison Lobão - State of Maranhão, Brazil
RIO DO PIRES	BA	-13.1844084	-42.1177396	APPROXIMATE	Rio do Pires - State of Bahia, Brazil
PEDRINHAS PAULISTA	SP	-22.8228597	-50.7832348	APPROXIMATE	Pedrinhas Paulista - State of São Paulo, Brazil
CAMPINORTE	GO	-14.094384699999996	-49.0817124	APPROXIMATE	Campinorte - State of Goiás, Brazil
QUIJINGUE	BA	-10.7704468	-39.1127352	APPROXIMATE	Quijingue - State of Bahia, Brazil
PASSA SETE	RS	-29.451362	-52.9637236	APPROXIMATE	Passa Sete, RS, Brazil
INAJA	PE	-8.777898800000001	-37.89366629999999	APPROXIMATE	Inajá - State of Pernambuco, Brazil
AREIAL	PB	-7.0400601	-35.9261021	APPROXIMATE	Areial - State of Paraíba, Brazil
PIRACURUCA	PI	-3.8553159	-41.5212742	APPROXIMATE	Piracuruca - State of Piauí, Brazil
FORMIGA	MG	-20.4623459	-45.4272185	APPROXIMATE	Formiga - State of Minas Gerais, Brazil
IPAPORANGA	CE	-4.906275	-40.7632035	APPROXIMATE	Ipaporanga - State of Ceará, Brazil
ELESBAO VELOSO	PI	-6.2444676	-42.157270200000006	APPROXIMATE	Elesbão Veloso - State of Piauí, Brazil
AFUA	PA	-0.1570993	-50.39260520000001	APPROXIMATE	Afuá - State of Pará, Brazil
CHAPADINHA	MA	-3.7415256	-43.360096	APPROXIMATE	Chapadinha, MA, Brazil
MATHIAS LOBATO	MG	-18.5754491	-41.9174548	APPROXIMATE	Mathias Lobato - State of Minas Gerais, Brazil
PEDRO AFONSO	TO	-9.2390843	-48.0010282	APPROXIMATE	Pedro Afonso - State of Tocantins, Brazil
ITAPERUCU	PR	-25.11690560000001	-49.50763920000001	APPROXIMATE	Itaperuçu - State of Paraná, Brazil
MONTE AZUL	MG	-15.203629800000002	-42.98060870000001	APPROXIMATE	Monte Azul - State of Minas Gerais, Brazil
CONSELHEIRO PENA	MG	-19.1739275	-41.4733731	APPROXIMATE	Conselheiro Pena, MG, Brazil
CAMPOS SALES	CE	-7.0743223	-40.37156	APPROXIMATE	Campos Sales, CE, Brazil
RIO VERMELHO	MG	-18.2473581	-43.058341	APPROXIMATE	Rio Vermelho - State of Minas Gerais, Brazil
PASSA E FICA	RN	-6.4395999	-35.62048400000001	APPROXIMATE	Passa e Fica - State of Rio Grande do Norte, Brazil
MUNDO NOVO	MS	-23.9619279	-54.2811537	APPROXIMATE	Mundo Novo - State of Mato Grosso do Sul, Brazil
SANTA LUZIA	MA	-3.9697934	-45.6635644	APPROXIMATE	Santa Luzia - State of Maranhão, Brazil
BUIQUE	PE	-8.6165115	-37.0829593	APPROXIMATE	Buíque - State of Pernambuco, Brazil
CRUZ MACHADO	PR	-25.9259497	-51.2213044	APPROXIMATE	Cruz Machado - State of Paraná, Brazil
GUAIBA	RS	-30.1090924	-51.3238273	APPROXIMATE	Guaíba, RS, Brazil
CORDEIROPOLIS	SP	-22.4818598	-47.4593897	APPROXIMATE	Cordeirópolis, SP, Brazil
GENTIO DO OURO	BA	-11.3903216	-42.6293446	APPROXIMATE	Gentio do Ouro - State of Bahia, Brazil
ITAIBA	PE	-8.9469596	-37.4211627	APPROXIMATE	Itaíba - State of Pernambuco, Brazil
SAO JOAO EVANGELISTA	MG	-18.4987051	-42.7662325	APPROXIMATE	São João Evangelista - State of Minas Gerais, Brazil
VARGEM BONITA	MG	-20.406829	-46.3240951	APPROXIMATE	Vargem Bonita - MG, Brazil
PASSIRA	PE	-8.0288584	-35.5438967	APPROXIMATE	Passira - State of Pernambuco, Brazil
BOTUCATU	SP	-22.88418080000001	-48.4441654	APPROXIMATE	Botucatu, SP, Brazil
POLONI	SP	-20.7703838	-49.8342534	APPROXIMATE	Poloni - State of São Paulo, Brazil
GENERAL CARNEIRO	PR	-26.4574061	-51.3889736	APPROXIMATE	General Carneiro - State of Paraná, Brazil
MANOEL URBANO	AC	-8.8379028	-69.2619137	APPROXIMATE	Manoel Urbano - State of Acre, Brazil
BRODOSQUI	SP	-20.987076100000003	-47.6531065	APPROXIMATE	Brodowski, SP, Brazil
CANAA DOS CARAJAS	PA	-6.5320907	-49.85121710000001	APPROXIMATE	Canaã dos Carajás - State of Pará, Brazil
CAPITAO ENEAS	MG	-16.323983300000002	-43.7154461	APPROXIMATE	Cap. Enéas, MG, Brazil
RIO TINTO	PB	-6.8041369000000005	-35.077998	APPROXIMATE	Rio Tinto - State of Paraíba, Brazil
MUQUI	ES	-20.9513517	-41.3463871	APPROXIMATE	Muqui - Pratinha, Muqui - ES, Brazil
BONITO DE SANTA FE	PB	-7.3138144	-38.5136811	APPROXIMATE	Bonito de Santa Fé, PB, Brazil
AGUAS FORMOSAS	MG	-17.0344617	-40.9990597	APPROXIMATE	Águas Formosas - State of Minas Gerais, Brazil
PENDENCIAS	RN	-5.2574496	-36.7170693	APPROXIMATE	Pendências - State of Rio Grande do Norte, Brazil
IVOTI	RS	-29.5795648	-51.1689963	APPROXIMATE	Ivoti - RS, Brazil
CATINGUEIRA	PB	-7.1257813	-37.6077239	APPROXIMATE	Catingueira, PB, Brazil
PORTAO	RS	-29.7020333	-51.2434253	APPROXIMATE	Portão - RS, Brazil
QUILOMBO	SC	-26.7269167	-52.7244682	APPROXIMATE	Quilombo, SC, Brazil
QUIRINOPOLIS	GO	-18.4476442	-50.4551598	APPROXIMATE	Quirinópolis, GO, Brazil
PORTO DE PEDRAS	AL	-9.1541755	-35.4124355	APPROXIMATE	Porto de Pedras - State of Alagoas, Brazil
SANTA MARIA DO TOCANTINS	TO	-8.841619099999997	-47.8822604	APPROXIMATE	Santa Maria do Tocantins - State of Tocantins, Brazil
ARARAQUARA	SP	-21.7848272	-48.1786486	APPROXIMATE	Araraquara, SP, Brazil
ITAPETININGA	SP	-23.6399075	-48.1597946	APPROXIMATE	Itapetininga - State of São Paulo, Brazil
ITAPURANGA	GO	-15.554475199999995	-49.9417277	APPROXIMATE	Itapuranga, GO, Brazil
JAPORA	MS	-23.825724	-54.5437205	APPROXIMATE	Japorã - State of Mato Grosso do Sul, Brazil
BOM JARDIM DE MINAS	MG	-21.9483692	-44.1889854	APPROXIMATE	Bom Jardim de Minas, MG, Brazil
ARACATU	BA	-21.2081189	-50.4405769	APPROXIMATE	Araçatuba - State of São Paulo, Brazil
BERILO	MG	-16.810287600000002	-42.5117238	APPROXIMATE	Berilo - State of Minas Gerais, Brazil
CAEM	BA	-11.1645722	-40.3496894	APPROXIMATE	Caém - State of Bahia, Brazil
ITAMBE	PE	-7.411067	-35.110130299999994	APPROXIMATE	Itambé - State of Pernambuco, Brazil
CACHOEIRINHA	PE	-8.4892195	-36.2374768	APPROXIMATE	Cachoeirinha, PE, Brazil
SAO FELIX DE BALSAS	MA	-7.2387049	-44.9253354	APPROXIMATE	São Félix de Balsas - State of Maranhão, Brazil
SEABRA	BA	-12.417281	-41.7724776	APPROXIMATE	Seabra - State of Bahia, Brazil
MINADOR DO NEGRAO	AL	-9.3228094	-36.8465564	APPROXIMATE	Minador do Negrão - State of Alagoas, Brazil
POCINHOS	PB	-7.0486729000000015	-36.1328132	APPROXIMATE	Pocinhos - State of Paraíba, Brazil
PLANALTINA	GO	-15.4525008	-47.6093162	APPROXIMATE	Planaltina - State of Goiás, Brazil
BARAO DE MONTE ALTO	MG	-21.2732082	-42.2953964	APPROXIMATE	Barão de Monte Alto - State of Minas Gerais, Brazil
MARAU	BA	-14.150297699999998	-39.1127352	APPROXIMATE	Maraú - State of Bahia, Brazil
ESPERANTINA	PI	-3.8945585	-42.2342203	APPROXIMATE	Esperantina - State of Piauí, Brazil
MUQUEM DO SAO FRANCISCO	BA	-12.212017800000002	-43.5606946	APPROXIMATE	Muquém de São Francisco - State of Bahia, Brazil
RUSSAS	CE	-4.809439599999998	-38.1899782	APPROXIMATE	Russas - State of Ceará, Brazil
SAO JOSE DE ESPINHARAS	PB	-6.8301144	-37.3827234	APPROXIMATE	São José de Espinharas - State of Paraíba, Brazil
PIRAQUARA	PR	-25.4426635	-49.0628847	APPROXIMATE	Piraquara, PR, Brazil
BIGUACU	SC	-27.495574800000004	-48.6553685	APPROXIMATE	Biguaçu, SC, Brazil
CACHOEIRA DO ARARI	PA	-1.0143666999999998	-48.9625166	APPROXIMATE	Cachoeira do Arari - State of Pará, Brazil
MADALENA	CE	-4.8520396	-39.5746401	APPROXIMATE	Madalena - State of Ceará, Brazil
GOIANIA	GO	-16.6868824	-49.2647885	APPROXIMATE	Goiânia - State of Goiás, Brazil
PECANHA	MG	-18.5503279	-42.5117238	APPROXIMATE	Peçanha - State of Minas Gerais, Brazil
CAIEIRAS	SP	-23.3611748	-46.7402461	APPROXIMATE	Caieiras - State of São Paulo, Brazil
PIRAPORA	MG	-17.3435064	-44.9230576	APPROXIMATE	Pirapora - State of Minas Gerais, Brazil
JEQUERI	MG	-20.4544642	-42.6655174	APPROXIMATE	Jequeri, MG, Brazil
PONTE ALTA DO BOM JESUS	TO	-12.0568102	-46.55478520000001	APPROXIMATE	Ponte Alta do Bom Jesus - State of Tocantins, Brazil
SEROPEDICA	RJ	-22.7691646	-43.6950804	APPROXIMATE	Seropédica - State of Rio de Janeiro, Brazil
RIO BONITO	RJ	-22.7186089	-42.6279835	APPROXIMATE	Rio Bonito, RJ, Brazil
NEOPOLIS	SE	-10.321944300000002	-36.5852805	APPROXIMATE	Neópolis - State of Sergipe, Brazil
PONTA PORA	MS	-22.523123	-55.72425260000001	APPROXIMATE	Ponta Porã, MS, Brazil
CABACEIRAS	PB	-7.464096700000002	-36.3064595	APPROXIMATE	Cabaceiras - State of Paraíba, Brazil
SALTO DE PIRAPORA	SP	-23.6443472	-47.5720968	APPROXIMATE	Salto de Pirapora, SP, Brazil
BARRA DE SAO MIGUEL	AL	-9.8132217	-35.9478869	APPROXIMATE	Barra de São Miguel - State of Alagoas, Brazil
TOMAR DO GERU	SE	-11.3694382	-37.8428174	APPROXIMATE	Tomar do Geru, SE, Brazil
GOVERNADOR CELSO RAMOS	SC	-27.31593680000001	-48.5571297	APPROXIMATE	Gov. Celso Ramos, SC, Brazil
FARTURA	SP	-23.3879944	-49.5076524	APPROXIMATE	Fartura - Patrimônio São Pedro, Fartura - SP, Brazil
FRANCO DA ROCHA	SP	-23.3233727	-46.72945770000001	APPROXIMATE	Franco da Rocha, SP, Brazil
PRESIDENTE DUTRA	MA	-5.2901917	-44.4953762	APPROXIMATE	Presidente Dutra - State of Maranhão, Brazil
CRATEUS	CE	-5.178204	-40.66955220000001	APPROXIMATE	Crateús, CE, Brazil
NAZARIA	PI	-5.3665989000000005	-42.8150332	APPROXIMATE	Nazária, Teresina - PI, Brazil
BARRA DO CHOCA	BA	-14.865945300000002	-40.5778537	APPROXIMATE	Barra do Choça - State of Bahia, Brazil
LAGOA DA PRATA	MG	-20.0242053	-45.5405732	APPROXIMATE	Lagoa da Prata - State of Minas Gerais, Brazil
BRANQUINHA	AL	-9.2413271	-36.012381	APPROXIMATE	Branquinha - State of Alagoas, Brazil
CAMPINA VERDE	MG	-19.5387307	-49.4866375	APPROXIMATE	Campina Verde, MG, Brazil
TIMOTEO	MG	-19.581563100000004	-42.64752	APPROXIMATE	Timóteo - State of Minas Gerais, Brazil
TAUBATE	SP	-23.0204559	-45.5563555	APPROXIMATE	Taubaté - Quiririm, Taubaté - SP, Brazil
SUCUPIRA DO NORTE	MA	-6.4460107	-44.285793700000006	APPROXIMATE	Sucupira do Norte - State of Maranhão, Brazil
ROSARIO	MA	-2.9410215	-44.2493388	APPROXIMATE	Rosário - State of Maranhão, Brazil
MOCOCA	SP	-21.4649238	-47.0145295	APPROXIMATE	Mococa, SP, Brazil
MORRO REDONDO	RS	-31.6435239	-52.63864670000001	APPROXIMATE	Morro Redondo - RS, Brazil
LAJEDO	PE	-8.6583444	-36.3296958	APPROXIMATE	Lajedo - State of Pernambuco, Brazil
LIVRAMENTO	PB	-7.35077	-36.9326095	APPROXIMATE	Livramento - State of Paraíba, Brazil
